1,-2.600,0.000,0.153,0.000,0.000,0.000,1,2
2,-2.600,0.000,0.473,0.000,0.000,0.000,1,2
3,-2.600,0.000,0.808,0.000,0.000,0.000,1,2
4,-2.600,0.000,1.088,0.000,0.000,0.000,1,2
5,-2.600,0.000,1.290,0.000,0.000,0.000,-1,-1
6,-2.600,0.000,1.420,0.000,0.000,0.000,-1,-1
7,-2.600,0.000,1.493,0.000,0.182,-0.000,-1,-1
8,-2.599,0.000,1.522,-0.001,0.112,-0.000,3.0,-1
9,-2.598,0.000,1.534,-0.004,-0.002,-0.000,3.0,-1
10,-2.597,0.000,1.533,-0.049,-0.088,0.000,3.0,-1
11,-2.596,-0.000,1.527,-0.033,-0.127,0.000,3.0,-1
12,-2.596,-0.000,1.519,-0.035,-0.119,-0.000,3.0,-1
13,-2.596,-0.000,1.512,-0.016,-0.079,-0.000,3.0,-1
14,-2.596,-0.000,1.506,0.020,-0.029,-0.000,3.0,-1
15,-2.596,-0.000,1.506,-0.001,0.013,-0.000,3.0,-1
16,-2.596,0.000,1.507,-0.022,0.039,-0.000,3.0,-1
17,-2.597,0.000,1.507,-0.038,0.044,-0.000,3.0,-1
18,-2.597,0.000,1.508,-0.051,0.033,-0.000,3.0,-1
19,-2.597,0.000,1.508,-0.069,0.015,-0.000,3.0,-1
20,-2.596,0.000,1.509,-0.089,-0.003,-0.000,3.0,-1
21,-2.596,0.000,1.509,-0.108,-0.016,0.000,3.0,-1
22,-2.596,0.000,1.509,-0.124,-0.020,-0.000,3.0,-1
23,-2.596,0.000,1.509,-0.136,-0.017,-0.000,3.0,-1
24,-2.596,0.000,1.510,-0.151,-0.010,-0.000,3.0,-1
25,-2.596,0.000,1.510,-0.155,-0.002,-0.000,3.0,-1
26,-2.596,0.000,1.510,-0.158,0.004,-0.000,3.0,-1
27,-2.596,0.000,1.510,-0.160,0.007,-0.000,3.0,-1
28,-2.596,0.000,1.504,-0.164,0.007,-0.000,3.0,-1
29,-2.597,0.000,1.503,-0.167,0.005,-0.000,3.0,-1
30,-2.597,0.000,1.502,-0.173,0.002,-0.000,3.0,-1
31,-2.597,0.000,1.501,-0.179,-0.001,-0.000,3.0,-1
32,-2.597,0.000,1.500,-0.186,-0.003,-0.000,3.0,-1
33,-2.597,0.000,1.499,-0.194,-0.003,-0.000,3.0,-1
34,-2.597,0.000,1.499,-0.203,-0.002,-0.000,3.0,-1
35,-2.597,0.000,1.498,-0.213,-0.001,-0.000,3.0,-1
36,-2.597,0.000,1.497,-0.224,0.000,-0.000,3.0,-1
37,-2.597,0.000,1.497,-0.237,0.001,-0.000,3.0,-1
38,-2.597,0.000,1.496,-0.250,0.002,-0.000,3.0,-1
39,-2.597,0.000,1.496,-0.264,0.001,-0.000,3.0,-1
40,-2.597,0.000,1.495,-0.279,0.001,-0.000,3.0,-1
41,-2.597,0.000,1.495,-0.294,0.000,-0.000,3.0,-1
42,-2.597,0.000,1.495,-0.310,0.000,-0.000,3.0,-1
43,-2.597,0.000,1.494,-0.326,-0.000,-0.000,3.0,-1
44,-2.597,0.000,1.494,-0.341,-0.000,-0.000,3.0,-1
45,-2.597,0.000,1.494,-0.357,-0.000,-0.000,3.0,-1
46,-2.597,0.000,1.494,-0.372,0.000,-0.000,3.0,-1
47,-2.597,0.000,1.493,-0.387,0.000,-0.000,3.0,-1
48,-2.597,0.000,1.493,-0.402,0.000,-0.000,3.0,-1
49,-2.597,0.000,1.493,-0.416,0.000,-0.000,3.0,-1
50,-2.597,0.000,1.493,-0.430,0.000,-0.000,3.0,-1
51,-2.597,0.000,1.493,-0.444,0.000,-0.000,3.0,-1
52,-2.597,0.001,1.493,-0.457,0.000,-0.000,3.0,-1
53,-2.597,0.001,1.492,-0.471,0.000,-0.000,3.0,-1
54,-2.597,0.001,1.492,-0.483,0.000,-0.000,3.0,-1
55,-2.597,0.001,1.492,-0.496,0.000,-0.000,3.0,-1
56,-2.597,0.001,1.492,-0.508,0.000,-0.000,3.0,-1
57,-2.597,0.001,1.492,-0.520,0.000,-0.000,3.0,-1
