1,-3.400,0.000,0.153,0.000,0.000,0.000,1,2
2,-3.400,0.000,0.473,0.000,0.000,0.000,1,2
3,-3.400,0.000,0.808,0.000,0.000,0.000,1,2
4,-3.400,0.000,1.088,0.000,0.000,0.000,1,2
5,-3.400,0.000,1.290,0.000,0.000,0.000,-1,-1
6,-3.400,0.000,1.420,0.000,0.000,0.000,-1,-1
7,-3.400,0.000,1.493,0.000,0.182,-0.000,-1,-1
8,-3.399,0.000,1.522,-0.001,0.477,-0.000,-1,-1
9,-3.397,0.000,1.534,-0.051,0.232,-0.001,6.0,-1
10,-3.394,0.000,1.533,-0.075,-0.077,-0.002,6.0,-1
11,-3.390,0.000,1.527,-0.249,-0.288,0.001,6.0,-1
12,-3.388,0.000,1.519,-0.407,-0.360,0.003,6.0,-1
13,-3.387,0.000,1.512,-0.459,-0.310,0.003,6.0,-1
14,-3.387,0.000,1.506,-0.438,-0.188,0.003,6.0,-1
15,-3.388,0.000,1.507,-0.353,-0.050,0.002,6.0,-1
16,-3.389,0.000,1.507,-0.238,0.058,0.001,6.0,-1
17,-3.390,0.000,1.507,-0.129,0.114,0.000,6.0,-1
18,-3.390,0.000,1.508,-0.050,0.116,-0.001,6.0,-1
19,-3.390,0.000,1.508,0.007,0.079,-0.002,6.0,-1
20,-3.390,0.000,1.509,0.074,0.027,-0.002,6.0,-1
21,-3.389,0.000,1.509,0.078,-0.019,-0.002,6.0,-1
22,-3.389,0.000,1.509,0.072,-0.048,-0.001,6.0,-1
23,-3.389,0.000,1.509,0.059,-0.055,-0.001,6.0,-1
24,-3.389,0.000,1.510,0.041,-0.044,-0.001,6.0,-1
25,-3.389,0.000,1.510,0.014,-0.023,-0.000,6.0,-1
26,-3.389,0.000,1.510,-0.021,-0.002,-0.000,6.0,-1
27,-3.389,0.000,1.504,-0.060,0.014,-0.001,6.0,-1
28,-3.390,0.000,1.503,-0.098,0.020,-0.001,6.0,-1
29,-3.390,0.000,1.502,-0.134,0.019,-0.001,6.0,-1
30,-3.390,0.000,1.501,-0.167,0.012,-0.000,6.0,-1
31,-3.390,0.000,1.500,-0.199,0.003,-0.000,6.0,-1
32,-3.390,0.000,1.499,-0.229,-0.004,-0.000,6.0,-1
33,-3.390,0.000,1.499,-0.255,-0.008,-0.000,6.0,-1
34,-3.390,0.000,1.498,-0.278,-0.008,-0.000,6.0,-1
35,-3.390,0.000,1.497,-0.299,-0.006,-0.000,6.0,-1
36,-3.390,0.000,1.497,-0.312,-0.002,-0.000,6.0,-1
37,-3.390,0.000,1.497,-0.322,0.001,-0.000,6.0,-1
38,-3.390,0.001,1.496,-0.328,0.003,-0.001,6.0,-1
39,-3.391,0.001,1.496,-0.334,0.004,-0.001,6.0,-1
40,-3.391,0.001,1.495,-0.338,0.003,-0.001,6.0,-1
41,-3.391,0.001,1.495,-0.342,0.002,-0.001,6.0,-1
42,-3.391,0.001,1.495,-0.351,0.001,-0.001,6.0,-1
