1,-1.800,0.000,0.153,0.000,0.000,0.000,1,2
2,-1.800,0.000,0.473,0.000,0.000,0.000,1,2
3,-1.800,0.000,0.808,0.000,0.000,0.000,1,2
4,-1.800,0.000,1.088,0.000,0.000,0.000,1,2
5,-1.800,0.000,1.290,0.000,0.000,0.000,-1,-1
6,-1.800,0.000,1.420,0.000,0.000,0.000,-1,-1
7,-1.800,-0.000,1.493,0.000,0.000,0.000,2.0,-1
8,-1.800,-0.000,1.522,0.000,-0.000,0.000,2.0,-1
9,-1.800,-0.000,1.534,0.000,-0.000,-0.000,2.0,-1
10,-1.800,-0.000,1.533,0.000,-0.000,-0.000,2.0,-1
11,-1.800,-0.000,1.527,0.000,-0.000,-0.000,2.0,-1
12,-1.800,-0.000,1.519,0.000,-0.000,-0.000,2.0,-1
13,-1.800,-0.000,1.512,0.000,-0.000,-0.000,2.0,-1
14,-1.800,-0.000,1.506,0.000,-0.000,-0.000,2.0,-1
15,-1.800,-0.000,1.506,0.000,-0.000,0.000,2.0,-1
16,-1.800,-0.000,1.507,0.000,-0.000,0.000,2.0,-1
17,-1.800,-0.000,1.507,0.000,-0.000,0.000,2.0,-1
18,-1.800,-0.000,1.508,0.000,-0.000,0.000,2.0,-1
19,-1.800,-0.000,1.508,0.000,-0.000,0.000,2.0,-1
20,-1.800,-0.000,1.509,-0.000,-0.000,-0.000,2.0,-1
21,-1.800,-0.000,1.509,-0.000,-0.000,-0.000,2.0,-1
22,-1.800,-0.000,1.509,0.000,-0.000,0.000,2.0,-1
23,-1.800,-0.000,1.509,0.000,-0.000,0.000,2.0,-1
24,-1.800,-0.000,1.510,0.000,-0.000,0.000,2.0,-1
25,-1.800,-0.000,1.510,0.001,-0.000,0.000,2.0,-1
26,-1.800,-0.000,1.510,0.001,0.000,0.000,2.0,-1
27,-1.800,-0.000,1.510,0.001,0.000,0.000,2.0,-1
28,-1.800,-0.000,1.504,0.001,0.000,0.000,2.0,-1
29,-1.800,-0.000,1.503,0.002,0.000,0.000,2.0,-1
30,-1.800,-0.000,1.502,0.002,0.000,-0.000,2.0,-1
31,-1.800,-0.000,1.501,0.002,0.000,-0.000,2.0,-1
32,-1.800,-0.000,1.500,0.002,-0.000,-0.000,2.0,-1
33,-1.800,-0.000,1.499,0.002,-0.000,-0.000,2.0,-1
34,-1.800,-0.000,1.499,0.002,-0.000,-0.000,2.0,-1
35,-1.800,-0.000,1.498,0.002,-0.000,-0.000,2.0,-1
36,-1.800,-0.000,1.497,0.001,-0.000,0.000,2.0,-1
37,-1.800,-0.000,1.497,0.001,0.000,0.000,2.0,-1
38,-1.800,-0.000,1.496,0.001,0.000,0.000,2.0,-1
39,-1.800,-0.000,1.496,0.000,0.000,-0.000,2.0,-1
40,-1.800,-0.000,1.495,0.000,0.000,-0.000,2.0,-1
41,-1.800,-0.000,1.495,0.001,0.000,-0.000,2.0,-1
42,-1.800,-0.000,1.495,0.001,-0.000,-0.000,2.0,-1
43,-1.800,-0.000,1.494,0.001,-0.000,-0.000,2.0,-1
44,-1.800,-0.000,1.494,0.001,-0.000,-0.000,2.0,-1
45,-1.800,-0.000,1.494,0.002,-0.000,-0.000,2.0,-1
46,-1.800,-0.000,1.494,0.002,-0.000,-0.000,2.0,-1
47,-1.800,-0.000,1.493,0.002,-0.000,-0.000,2.0,-1
48,-1.800,-0.000,1.493,0.002,-0.000,0.000,2.0,-1
49,-1.800,-0.000,1.493,0.002,-0.000,-0.000,2.0,-1
50,-1.800,-0.000,1.493,0.001,-0.000,-0.000,2.0,-1
51,-1.800,-0.000,1.493,0.001,-0.000,-0.000,2.0,-1
52,-1.800,-0.000,1.493,-0.000,-0.000,-0.000,2.0,-1
53,-1.800,-0.000,1.492,0.000,-0.000,-0.000,2.0,-1
54,-1.800,-0.000,1.492,0.001,-0.000,-0.000,2.0,-1
55,-1.800,-0.000,1.492,0.001,-0.000,-0.000,2.0,-1
56,-1.800,-0.000,1.492,0.002,-0.000,-0.000,2.0,-1
57,-1.800,-0.000,1.492,0.002,-0.000,-0.000,2.0,-1
58,-1.800,-0.000,1.492,0.003,-0.000,-0.000,2.0,-1
59,-1.800,-0.000,1.492,0.003,-0.000,-0.000,2.0,-1
60,-1.800,-0.000,1.492,0.003,-0.000,-0.000,2.0,-1
61,-1.800,-0.000,1.492,0.002,-0.000,-0.000,2.0,-1
62,-1.800,-0.000,1.492,0.001,-0.000,-0.000,2.0,-1
63,-1.800,-0.000,1.492,-0.000,0.182,-0.000,2.0,-1
